MHTCET Score,12th Score,Category,Branch,College Name,Location,College_Status
98.76,90.34,EWS,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
96.39,87.33,SC,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
87.22,78.2,ST,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
94.87,80.99,VJ,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
98.24,92.89,NT1,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
98.5,91.34,NT2,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
98.61,82.32,NT3,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
96.95,81.56,OBC,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
75.34,78.88,PWD,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
99.9,93.0,TFWS,Electrical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
89.52,90.0,Open,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
89.17,91.56,EWS,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
83.34,80.12,SC,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
11.43,75.55,ST,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
83.87,82.0,VJ,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
80.86,76.66,NT1,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
87.21,89.99,NT2,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
82.31,74.32,NT3,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
86.16,70.9,OBC,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
48.97,78.9,PWD,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
94.89,91.56,TFWS,Electrical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
88.67,80.91,Open,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
89.52,84.1,EWS,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
86.05,78.9,SC,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
43.5,56.0,ST,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
76.04,71.12,VJ,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
86.35,81.33,NT1,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
86.83,83.45,NT2,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
79.46,80.11,NT3,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
86.69,87.86,OBC,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
51.05,48.88,PWD,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
89.27,83.33,TFWS,Electrical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
85.17,78.2,Open,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
81.23,78.34,EWS,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
79.26,67.77,SC,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
44.68,56.66,ST,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
52.75,50.12,VJ,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
81.01,76.32,NT1,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
76.71,62.22,NT2,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
75.16,70.23,NT3,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
83.38,81.22,OBC,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
28.1,45.55,PWD,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
91.48,88.2,TFWS,Electrical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
87.21,72.54,Open,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
84.28,76.34,EWS,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
80.73,67.89,SC,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
54.0,45.89,ST,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
83.43,74.56,VJ,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
82.25,75.43,NT1,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
79.78,73.44,NT2,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
85.47,79.91,OBC,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
90.18,86.01,TFWS,Electrical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
69.21,75.89,Open,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
64.26,70.11,EWS,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
62.39,64.0,SC,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
29.34,54.78,ST,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
61.29,56.21,VJ,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
61.68,52.34,NT1,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
63.69,68.99,NT2,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
11.29,50.99,NT3,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
65.96,62.22,OBC,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
76.76,72.33,TFWS,Electrical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
91.25,85.01,Open,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
93.64,88.13,EWS,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
84.2,81.11,SC,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
45.96,60.33,ST,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
83.28,78.2,VJ,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
82.25,76.49,NT1,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
89.72,73.33,NT2,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
71.16,64.2,NT3,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
88.27,83.89,OBC,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
37.69,56.99,PWD,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
95.27,90.12,TFWS,Electrical Engineering,Karad Government College of Engineering,Karad,Government Autonomus
49.65,41.5,Open,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
54.62,50.9,EWS,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
8.27,49.58,SC,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
30.58,56.89,ST,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
52.75,50.11,VJ,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
40.65,64.56,NT1,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
64.09,60.52,NT2,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
66.81,62.23,NT3,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
43.5,56.43,OBC,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
75.07,74.32,TFWS,Electrical Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
47.34,66.54,Open,Electrical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
15.68,62.34,SC,Electrical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
28.15,73.0,OBC,Electrical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
64.09,62.22,TFWS,Electrical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
53.64,52.0,EWS,Electrical Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
82.09,78.33,Open,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
84.05,85.0,EWS,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
82.09,78.33,Open,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
84.05,83.0,SC,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
69.65,65.03,VJ,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
80.86,81.81,NT1,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
78.57,71.84,NT2,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
64.26,60.32,NT3,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
73.27,73.0,OBC,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
89.72,88.9,TFWS,Electrical Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
99.29,97.17,Open,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.14,92.42,EWS,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
96.98,89.98,SC,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
88.79,84.15,ST,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.33,90.42,VJ,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
99.66,87.45,NT1,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.16,90.03,NT2,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.29,93.39,NT3,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
99.18,99.1,OBC,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
90.9,78.9,PWD,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
99.46,90.42,TFWS,Information Technology,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
99.87,98.0,Open,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.76,91.22,EWS,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.06,93.45,SC,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
95.13,89.65,ST,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.71,92.22,VJ,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.49,94.42,NT1,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.48,93.33,NT2,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.6,96.77,NT3,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.75,86.45,OBC,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
96.39,88.23,PWD,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
99.85,90.12,TFWS,Information Technology,"VJTI,Mumbai",Mumbai,Government Autonomus
96.22,93.33,Open,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
96.06,88.2,EWS,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
91.25,83.23,SC,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
79.46,72.2,ST,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
94.88,90.0,VJ,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
92.66,82.34,NT1,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
95.08,84.55,NT2,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
96.03,81.34,NT3,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
95.76,89.9,OBC,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
97.48,91.11,TFWS,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
69.69,78.21,PWD,Information Technology,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
95.49,89.34,Open,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
95.74,83.34,EWS,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
90.62,86.34,SC,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
68.38,50.11,ST,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
89.46,78.67,VJ,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
93.45,87.77,NT1,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
94.85,81.89,NT2,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
94.37,80.99,NT3,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
95.31,94.55,OBC,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
51.05,56.67,PWD,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
96.59,90.0,TFWS,Information Technology,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
95.97,85.55,Open,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
95.08,86.0,EWS,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
92.48,87.77,SC,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
81.85,69.32,ST,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
90.45,78.2,VJ,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
93.52,80.34,NT1,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
95.07,86.77,NT2,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
93.21,75.55,NT3,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
95.67,89.34,OBC,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
70.51,57.88,PWD,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
96.44,95.66,TFWS,Information Technology,Amravati Government College of Engineering,Amravati,Government Autonomus
97.33,90.56,Open,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
97.81,92.22,EWS,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
91.64,87.77,SC,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
83.4,81.67,ST,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
92.15,84.55,VJ,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
95.5,92.78,NT1,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
96.73,95.9,NT2,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
97.14,89.45,NT3,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
96.27,83.44,OBC,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
78.33,76.45,PWD,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
98.07,93.21,TFWS,Information Technology,Karad Government College of Engineering,Karad,Government Autonomus
99.46,94.05,Open,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.4,95.5,EWS,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
96.5,88.28,SC,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
89.39,83.49,ST,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
96.65,90.75,VJ,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
98.24,94.89,NT1,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.01,94.32,NT2,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.18,93.21,NT3,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.38,94.32,OBC,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
85.14,84.55,PWD,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.56,92.29,TFWS,Information Technology,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
96.06,92.09,Open,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
96.59,83.23,EWS,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
88.75,81.34,SC,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
55.89,50.0,ST,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
91.34,85.3,VJ,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
93.64,92.11,NT1,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
94.24,90.9,NT2,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
95.36,87.21,NT3,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
95.27,91.9,OBC,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
97.46,96.66,TFWS,Information Technology,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
99.01,94.55,Open,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.99,95.55,EWS,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
96.44,91.22,SC,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
86.25,83.4,ST,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.0,97.0,VJ,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.72,95.5,NT1,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.9,98.03,NT2,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.93,93.0,NT3,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.93,98.0,OBC,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
82.2,78.0,PWD,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
99.14,93.33,TFWS,Information Technology,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
88.26,83.2,Open,Information Technology,"WIT,Solapur",Solapur,Private Autonomus
93.63,91.9,TFWS,Information Technology,"WIT,Solapur",Solapur,Private Autonomus
98.59,98.0,Open,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.67,94.32,EWS,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
96.02,91.23,SC,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
85.14,80.23,ST,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
96.5,93.41,VJ,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
97.66,95.44,NT1,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.46,97.88,NT2,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.33,95.0,NT3,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.47,97.3,OBC,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
76.28,73.45,PWD,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
98.86,93.49,TFWS,Information Technology,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
92.86,88.44,Open,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
94.24,87.0,EWS,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
80.62,78.23,SC,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
19.93,77.45,ST,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
82.44,80.0,VJ,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
87.05,82.33,NT1,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
92.13,84.55,NT2,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
92.07,91.23,NT3,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
92.49,90.11,OBC,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
95.08,92.45,TFWS,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
62.34,72.0,PWD,Information Technology,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
